URL,Agency,Vendor Name,Reference Number,Contract Date,Description of Work,Contract Period,Something,Contract Value,Comments
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35282.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100788,2011-03-07,0401 Accounting and audit services,2011-03-07 to 2011-03-31,,16724,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35311.html,Office of the Auditor General of Canada,FEDERAL EXPRESS CANADA LTD.,P1200065,2011-03-07,0213 Courier services,2011-04-01 to 2012-03-31,,11300,"Freight, Cargo and Courier Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer."
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35310.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1200058,2011-03-07,1172 Office and stationers supplies,2011-04-01 to 2012-03-31,,24860,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35283.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100789,2011-03-07,0401 Accounting and audit services,2011-03-07 to 2011-05-20,,78827.67,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35313.html,Office of the Auditor General of Canada,ALLSTEEL C/O INTERSPEC FURNITURE SOLUTIONS,P1200069,2011-03-08,"1231 Office furniture and furnishings, including parts",2011-03-08 to 2011-03-08,,11300,Acqusition of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35312.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P1200068,2011-03-08,"1231 Office furniture and furnishings, including parts",2011-03-08 to 2011-03-08,,28250,Acqusition of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35316.html,Office of the Auditor General of Canada,HAMPTON INN OTTAWA AND CONFERENCE CENTRE,P1200075,2011-03-09,0570 Rental - other,2011-09-19 to 2011-09-20,,12995,"Conference rooms, lunch and refreshments for the Office of the Auditor General&#39;s annual staff update, performance audit symposium and accounting &amp; auditing update. Contract awarded through a competitive process."
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35285.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100794,2011-03-10,0401 Accounting and audit services,2011-03-10 to 2011-03-31,,12896.92,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35286.html,Office of the Auditor General of Canada,NISHA TECHNOLOGIES INC,P1100798,2011-03-10,1227 Computer equipment - small desktop/personal/portable/keyboard,2011-03-30 to 2011-03-30,,15455.58,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35288.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100801,2011-03-10,0401 Accounting and audit services,2011-03-10 to 2011-03-31,,19345.37,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35289.html,Office of the Auditor General of Canada,ROBERT HALF FINANCE &amp; ACCOUNTING,P1100802,2011-03-10,0491 Management consulting,2011-03-10 to 2011-03-10,,25990,To assist with the recruiting of Audit staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35287.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100799,2011-03-10,0401 Accounting and audit services,2011-03-12 to 2011-03-31,,198315,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35291.html,Office of the Auditor General of Canada,MISHKUMI TECHNOLOGIES INC.,P1100808,2011-03-11,1227 Computer equipment - small desktop/personal/portable/keyboard,2011-03-31 to 2011-03-31,,11937.89,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35284.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P1100792,2011-03-11,"1231 Office furniture and furnishings, including parts",2011-03-31 to 2011-03-31,,15253.45,Acquisition and installation of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35292.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100809,2011-03-11,0401 Accounting and audit services,2011-03-11 to 2011-03-31,,63327.92,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35315.html,Office of the Auditor General of Canada,ANTHONY MACAULEY ASSOCIATES,P1200074,2011-03-11,0670 Computer equipment - hardware and software,2011-04-01 to 2012-03-31,,62763.59,Maintenance and support renewal for Financial Management Software. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35314.html,Office of the Auditor General of Canada,SNC - LAVALIN PROFAC INC,P1200070,2011-03-11,0630 Office Buildings,2011-04-01 to 2014-03-31,,16091.11,Maintenance on uninterruptible power supply (UPS) system. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35293.html,Office of the Auditor General of Canada,NATURESERVE CANADA,P1100811,2011-03-14,0401 Accounting and audit services,2011-03-14 to 2011-03-31,,22000,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35294.html,Office of the Auditor General of Canada,PROFESSIONAL COMPUTER CONSULTANTS GROUP LTD,P1100816,2011-03-17,0472 Information Technology consultants,2011-03-21 to 2012-03-31,,51833.1,To assist with the OAG assessment and implementation of Open Text&#39;s Content Server. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35290.html,Office of the Auditor General of Canada,KPMG LLP,P1100806,2011-03-17,0401 Accounting and audit services,2011-03-10 to 2011-03-31,,72695.73,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35296.html,Office of the Auditor General of Canada,BLAKE CASSELS &amp; GRAYDON LLP,P1100820,2011-03-18,0401 Accounting and audit services,2011-03-18 to 2011-03-31,,13560,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35297.html,Office of the Auditor General of Canada,KPMG LLP,P1100821,2011-03-18,0401 Accounting and audit services,2011-03-18 to 2011-03-31,,16950,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35295.html,Office of the Auditor General of Canada,"MERCER, DONALD GORDON",P1100817,2011-03-18,0401 Accounting and audit services,2011-03-21 to 2011-12-30,,10910,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35281.html,Office of the Auditor General of Canada,CCH CANADIAN LIMITED,P1100785,2011-03-22,0472 Information Technology consultants,2011-04-01 to 2011-11-30,,52374.58,To assist with upgrading Teammate software.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35299.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC,P1100826,2011-03-22,0401 Accounting and audit services,2011-03-23 to 2011-05-30,,24670.6,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35333.html,Office of the Auditor General of Canada,IBM CANADA LIMITED,P1100481,2011-03-24,0472 Information Technology consultants,2010-11-01 to 2011-11-01,,218219.85,"Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement. Original value was $185,219.43. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $218,219.95"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35319.html,Office of the Auditor General of Canada,CCH CANADIAN LIMITED,P1200110,2011-03-25,0670 Computer equipment - hardware and software,2011-04-01 to 2013-03-31,,215112.88,Maintenance and Support for TeamMate Software.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35298.html,Office of the Auditor General of Canada,DENSMORE CONSULTING SERVICES INC.,P1100825,2011-03-25,0446 Training consultants,2011-03-25 to 2011-08-31,,17402,Training courses in preparation of the Uniform Final Examination (UFE) of the Canadian Institute of Chartered Accountants.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35318.html,Office of the Auditor General of Canada,SUSSEX CIRCLE INC.,P1200108,2011-03-28,0401 Accounting and audit services,2011-04-01 to 2011-12-31,,11865,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35331.html,Office of the Auditor General of Canada,HICKS MORLEY HAMILTON STEWART STORIE LLP,P1100273,2011-03-28,0410 Legal Services,2010-06-14 to 2011-03-31,,26781,"Original value was $24,885.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $26,781.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35320.html,Office of the Auditor General of Canada,COMMISSIONAIRES,P1200113,2011-03-29,0460 Protection services,2011-04-01 to 2011-06-30,,21576.67,Security guard services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35322.html,Office of the Auditor General of Canada,"ROURE, PIERRE",P1200116,2011-03-30,0351 Communications professional services not elsewhere specified,2011-04-01 to 2012-03-31,,14238,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35317.html,Office of the Auditor General of Canada,D.G. MACDONALD MOVING AND STORAGE LTD,P1200080,2011-03-30,0210 Transportation of things not elsewhere specified,2011-04-01 to 2012-03-31,,11300,Internal office moving services. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35300.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1100840,2011-03-30,1172 Office and stationers supplies,2011-03-30 to 2011-03-30,,11300,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35325.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1200128,2011-03-31,0401 Accounting and audit services,2011-04-01 to 2012-03-31,,11122.82,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35326.html,Office of the Auditor General of Canada,"MORIN, JOHANNE",P1200129,2011-03-31,0351 Communications professional services not elsewhere specified,2011-04-01 to 2012-03-31,,14916,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35324.html,Office of the Auditor General of Canada,"MAHONEY, ANNE LOUISE",P1200126,2011-03-31,0351 Communications professional services not elsewhere specified,2011-04-01 to 2012-03-31,,16611,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35321.html,Office of the Auditor General of Canada,"ARNOT, ALISON, C.",P1200115,2011-03-31,0351 Communications professional services not elsewhere specified,2011-04-01 to 2012-03-31,,20170.5,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35323.html,Office of the Auditor General of Canada,"HYATT, LAUREL, A",P1200121,2011-03-31,0351 Communications professional services not elsewhere specified,2011-04-01 to 2012-03-31,,20340,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q4_e_35327.html,Office of the Auditor General of Canada,OPEN TEXT CANADA CORPORATION,P1200132,2011-03-31,0670 Computer equipment - hardware and software,2011-04-01 to 2012-03-31,,31853.3,Annual software maintenance and support.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34918.html,Office of the Auditor General of Canada,KPMG LLP,P1100451,2010-10-01,0401 Accounting and audit services,2010-10-06 to 2011-03-31,,124978,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34917.html,Office of the Auditor General of Canada,"HAFEMAN, MICHAEL",P1100446,2010-10-01,0401 Accounting and audit services,2010-10-01 to 2010-12-31,,21240,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34919.html,Office of the Auditor General of Canada,KPMG LLP,P1100458,2010-10-07,0401 Accounting and audit services,2010-10-12 to 2011-03-15,,12542.83,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34920.html,Office of the Auditor General of Canada,ADVIVUM INC.,P1100460,2010-10-08,0352 Training consultants,2010-10-15 to 2011-03-31,,24521,Facilitationof a series of Leadership Discussion workshops.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34921.html,Office of the Auditor General of Canada,RAYMOND CHABOT GRANT THORNTON,P1100461,2010-10-14,0401 Accounting and audit services,2010-10-14 to 2011-03-31,,40208.78,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34922.html,Office of the Auditor General of Canada,DELL CANADA INC.,P1100489,2010-10-19,1227 Computer equipment - small desktop/personal/portable/keyboard,2010-11-01 to 2010-11-19,,85305.96,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34923.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100500,2010-10-26,0401 Accounting and audit services,2010-10-27 to 2011-06-03,,123711.33,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34924.html,Office of the Auditor General of Canada,IBISKA TELECOM INC.,P1100503,2010-10-27,0472 Information Technology consultants,2010-11-01 to 2010-12-31,,16949.58,External Network Vulnerability Assessment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34926.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100517,2010-11-02,0401 Accounting and audit services,2010-11-22 to 2011-05-27,,70145.6,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34927.html,Office of the Auditor General of Canada,TERAMACH TECHNOLOGIES INC,P1100524,2010-11-04,"1226 Computer equipment - large/medium - mainframe, mini",2010-11-26 to 2010-11-26,,10275.29,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34925.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P1100516,2010-11-04,"1231 Office furniture and furnishings, including parts",2010-12-17 to 2010-12-17,,96716,Acquisition and installation of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34929.html,Office of the Auditor General of Canada,895547 ONTARIO LTD.,P1100527,2010-11-05,0665 Other equipment,2010-11-20 to 2010-11-30,,27998.01,Delivery and Installation of floor tiles. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34928.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P1100525,2010-11-10,"1231 Office furniture and furnishings, including parts",2010-12-17 to 2010-12-20,,17421.21,Acquisition and installation of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34930.html,Office of the Auditor General of Canada,"GORMAN,DIANE,C",P1100533,2010-11-12,0401 Accounting and audit services,2010-11-12 to 2011-07-29,,11300,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34931.html,Office of the Auditor General of Canada,"MCBAIN, DAVID",P1100538,2010-11-22,0401 Accounting and audit services,2010-11-29 to 2011-03-31,,15819.6,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34932.html,Office of the Auditor General of Canada,THE HUMPHREY GROUP INCORPORATED,P1100561,2010-11-22,0446 Training consultants,2010-12-20 to 2010-12-21,,15286,Delivery of a course on Public Speaking.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34933.html,Office of the Auditor General of Canada,"MARKELL, DAVID",P1100566,2010-11-25,0401 Accounting and audit services,2010-12-02 to 2011-12-30,,11264.38,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34936.html,Office of the Auditor General of Canada,STRATOS INC,P1100573,2010-12-01,0401 Accounting and audit services,2010-12-01 to 2011-01-21,,24860,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34934.html,Office of the Auditor General of Canada,CYGNOS CORPORATION,P1100569,2010-12-01,0472 Information Technology consultants,2010-12-01 to 2011-03-31,,24973,To provide assistance for IT Security. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34937.html,Office of the Auditor General of Canada,NISHA TECHNOLOGIES INC,P1100578,2010-12-02,"1226 Computer equipment - large/medium - mainframe, mini",2010-12-02 to 2010-12-10,,15424.5,Purchase of IT servers. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34939.html,Office of the Auditor General of Canada,"TEITLEBAUM, ALBERT, D.",P1100593,2010-12-06,0401 Accounting and audit services,2010-12-06 to 2011-09-30,,15365,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34948.html,Office of the Auditor General of Canada,GSI INTERNATIONAL,P1100445,2010-12-06,0472 Information Technology consultants,2010-10-12 to 31/03/2011,,13560,"Original value was $10,170.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $13,560.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34940.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100602,2010-12-07,0401 Accounting and audit services,2010-12-07 to 2012-03-30,,56500,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34935.html,Office of the Auditor General of Canada,D.G. MACDONALD MOVING AND STORAGE LTD,P1100571,2010-12-08,0210 Transportation of things not elsewhere specified,2010-12-09 to 2010-12-23,,10782.46,Internal office moving services.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34938.html,Office of the Auditor General of Canada,LES D&Eacute;CORS DE LA CAPITALE INC. / CAPITALE PAINT MASTERS,P1100591,2010-12-08,0630 Office Buildings,2010-12-11 to 2010-12-12,,10904.5,Painting services. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34947.html,Office of the Auditor General of Canada,BURKE CADER MEDIA STRATEGIES INC,P1000792,2010-12-13,0499 Other professional services not elsewhere specified,2010-03-29 to 31/12/2010,,13018,"Original value was $11,040.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $13,018."
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34942.html,Office of the Auditor General of Canada,CENTRE OF EXCELLENCE FOR PUBLIC SECTOR MARKETING,P1100620,2010-12-14,0499 Other professional services not elsewhere specified,2010-12-14 to 2011-03-31,,37573.49,To assess how social media vehicles can best support the OAG`s communications objectives. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34943.html,Office of the Auditor General of Canada,ACME~FUTURE SECURITY CONTROLS INC,P1100622,2010-12-20,0460 Protection services,2011-01-04 to 2011-03-31,,34515.85,Supply and installation of a security system. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34941.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1100603,2010-12-20,0401 Accounting and audit services,2011-01-17 to 2011-02-25,,25990,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34944.html,Office of the Auditor General of Canada,"DELLA PENNA, PAUL",P1100627,2010-12-21,0401 Accounting and audit services,2011-01-04 to 2011-04-30,,27120,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34946.html,Office of the Auditor General of Canada,COMMISSIONAIRES,P1100633,2010-12-24,0460 Protection services,2010-12-29 to 2011-03-31,,30240,Guard Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_Q3_e_34945.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100628,2010-12-24,0401 Accounting and audit services,2011-02-01 to 2011-03-31,,34163.88,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34382.html,Office of the Auditor General of Canada,THE RETIREMENT PLANNING INSTITUTE,P1100324,2010-07-07,0446 Training consultants,2010-08-23 to 2011-02-16,,15142,To conduct pre-retirement seminars.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34384.html,Office of the Auditor General of Canada,ODGERS BERNDTSON / OTTAWA INC.,P1100329,2010-07-08,0202 Travel - non-public servants,2010-07-09 to 2011-06-01,,56500,To assist with the recruiting of Auditor General. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34383.html,Office of the Auditor General of Canada,ODGERS BERNDTSON / OTTAWA INC.,P1100328,2010-07-08,0491 Management consulting,2010-07-09 to 2011-06-01,,101700,To assist with the recruiting of Auditor General. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34405.html,Office of the Auditor General of Canada,COACHING-TRAINING-CHARRON-POGGIOLI INC.,P1100143,2010-07-20,0446 Training consultants,2010-04-28 to 2010-09-30,,15925,"Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer. Original value was $13,230.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $15,925.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34386.html,Office of the Auditor General of Canada,ALTIS HUMAN RESOURCES INC.,P1100347,2010-07-21,0491 Management consulting,2010-07-21 to 2010-07-21,,12882,To assist with the recruiting of Audit staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34385.html,Office of the Auditor General of Canada,SNC - LAVALIN PROFAC INC,P1100342,2010-07-26,0630 Office Buildings,2010-03-15 to 2010-03-15,,17324.94,Office renovation services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34389.html,Office of the Auditor General of Canada,MEMORY EXPERTS INTERNATIONAL (MXI) INC.,P1100358,2010-07-26,1229 Computer equipment parts,2010-08-06 to 2010-08-06,,14362.3,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34387.html,Office of the Auditor General of Canada,CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,P1100354,2010-07-26,0446 Training consultants,2010-08-16 to 2010-12-24,,17316,Language training for staff. Contract awarded through a competitive process (OAG Standing Offer)
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34388.html,Office of the Auditor General of Canada,"CHENEVERT-MIQUELON, NICOLE",P1100357,2010-07-28,0351 Communications professional services not elsewhere specified,2010-07-28 to 2011-03-31,,10170,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34390.html,Office of the Auditor General of Canada,ACME~FUTURE SECURITY CONTROLS INC,P1100362,2010-08-04,0460 Protection services,2010-08-23 to 2010-09-30,,22949.9,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34391.html,Office of the Auditor General of Canada,"JORDAN, NESBITT COMMUNICATIONS",P1100364,2010-08-06,0401 Accounting and audit services,2010-09-07 to 2011-03-31,,11865,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34404.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1000774,2010-08-06,0491 Management consulting,2010-02-10 to 2010-06-30,,105238,"Contract awarded through a competitive process (OAG Standing Offer). Original value was $94,500.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $105,238.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34392.html,Office of the Auditor General of Canada,WELCH LLP - CHARTERED ACCOUNTANTS,P1100372,2010-08-18,0401 Accounting and audit services,2010-08-23 to 2013-12-31,,156166,Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34393.html,Office of the Auditor General of Canada,163904 CANADA INC.,P1100383,2010-08-20,0401 Accounting and audit services,2010-08-25 to 2010-12-31,,10735,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34394.html,Office of the Auditor General of Canada,ZYLOG SYSTEMS (OTTAWA) LTD.,P1100404,2010-09-08,0472 Information Technology consultants,2010-09-09 to 2010-11-15,,13729.5,Web site graphical design. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34395.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1100411,2010-09-09,1172 Office and stationers supplies,2010-09-09 to 2011-03-31,,24860,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34396.html,Office of the Auditor General of Canada,HAMPTON INN OTTAWA AND CONFERENCE CENTRE,P1100413,2010-09-15,0822 Hospitality,2010-09-21 to 2010-09-21,,27000.37,"Staff Update - Facility rental, breakfast, lunch and refreshments for 650 people. Contract awarded through a competitive process."
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34397.html,Office of the Auditor General of Canada,"DAVIS, BRIAN,",P1100418,2010-09-20,0401 Accounting and audit services,2010-09-29 to 2011-11-30,,10270,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34403.html,Office of the Auditor General of Canada,NATIONAL PRINTERS,P1000420,2010-09-20,0321 Printing Services,2009-09-25 to 2011-05-31,,189703,"Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer. Original value was $154,822.50. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $189,703.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34398.html,Office of the Auditor General of Canada,ST. JOSEPH PRINT GROUP INC.,P1100428,2010-09-24,0321 Printing Services,2010-09-27 to 2011-03-31,,24860,Printing Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
